coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_C,Soil_Type
36.4800_3.9600,36.48,3.96,16.98,65.41,994.3,6.3,13.5,6.75,15.6,29.7,Clay
36.4800_4.0200,36.48,4.02,12.46,62.98,889.5,6.3,20.6,10.3,15.6,31.6,Loamy
36.4800_4.0800,36.48,4.08,10.75,63.84,955.7,6.4,19.8,9.9,14.88,32.2,Clay
36.5400_1.8000,36.54,1.8,17.31,64.76,690.5,7.0,13.6,6.8,14.96,17.7,Clay
36.5400_1.8600,36.54,1.86,17.73,65.33,755.4,6.6,12.0,6.0,16.08,15.0,Clay
36.5400_1.9200,36.54,1.92,18.59,65.48,755.4,6.4,11.7,5.85,15.36,17.1,Clay
36.5400_1.9800,36.54,1.98,19.93,65.83,742.3,6.5,11.6,5.8,15.44,17.5,Clay
36.5400_2.0400,36.54,2.04,19.09,66.1,842.1,6.7,13.4,6.7,14.72,16.0,Clay
36.5400_2.1000,36.54,2.1,17.05,64.8,689.4,6.9,13.2,6.6,16.08,16.3,Clay
36.5400_2.1600,36.54,2.16,17.96,64.98,689.4,6.8,13.0,6.5,17.28,14.8,Clay
36.5400_2.2200,36.54,2.22,18.85,67.38,789.5,6.9,11.7,5.85,16.24,14.4,Clay
36.5400_2.2800,36.54,2.28,18.14,67.69,734.3,7.2,11.5,5.75,17.76,14.6,Clay
36.5400_2.3400,36.54,2.34,18.26,67.72,734.3,6.7,10.6,5.3,17.2,16.5,Clay
36.5400_2.4000,36.54,2.4,18.76,70.83,715.5,7.1,10.7,5.35,16.32,19.2,Clay
36.5400_2.4600,36.54,2.46,18.82,68.55,697.5,7.4,10.7,5.35,17.36,15.8,Clay
36.5400_2.5200,36.54,2.52,18.82,68.55,697.5,7.5,9.8,4.9,16.64,12.9,Clay
36.5400_2.5800,36.54,2.58,19.04,69.63,701.2,7.4,10.1,5.05,17.2,14.5,Clay
36.5400_2.6400,36.54,2.64,19.04,69.63,701.2,7.4,11.6,5.8,16.64,17.4,Loamy
36.5400_2.7000,36.54,2.7,18.97,67.87,822.9,7.3,10.8,5.4,18.0,14.9,Loamy
36.5400_2.7600,36.54,2.76,18.97,67.87,822.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.5400_2.8200,36.54,2.82,19.0,69.13,841.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.5400_2.8800,36.54,2.88,19.01,68.16,931.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.5400_2.9400,36.54,2.94,19.11,68.19,931.8,6.6,11.6,5.8,16.24,14.6,Loamy
36.5400_3.0000,36.54,3.0,19.21,68.2,931.8,6.7,12.3,6.15,16.24,14.2,Loamy
36.5400_3.0600,36.54,3.06,19.1,67.75,877.0,6.9,10.6,5.3,17.12,15.5,Loamy
36.5400_3.1200,36.54,3.12,18.82,67.69,877.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.5400_3.1800,36.54,3.18,18.75,66.07,900.5,6.2,12.8,6.4,17.6,18.1,Clay
36.5400_3.2400,36.54,3.24,17.62,65.89,900.5,6.6,13.8,6.9,15.12,19.5,Loamy
36.5400_3.3000,36.54,3.3,18.21,67.58,933.3,6.4,13.1,6.55,16.48,21.6,Clay
36.5400_3.3600,36.54,3.36,16.72,66.9,937.7,6.4,12.6,6.3,14.64,21.1,Clay
36.5400_3.4200,36.54,3.42,16.72,66.9,937.7,6.6,13.2,6.6,15.36,20.6,Clay
36.5400_3.4800,36.54,3.48,18.05,68.57,856.4,6.7,12.8,6.4,15.68,17.1,Clay
36.5400_3.5400,36.54,3.54,17.04,68.12,800.1,6.4,12.7,6.35,17.2,18.0,Clay
36.5400_3.6000,36.54,3.6,17.42,67.2,754.2,6.7,13.6,6.8,15.36,18.6,Clay
36.5400_3.6600,36.54,3.66,18.92,69.07,786.6,6.8,13.3,6.65,19.2,15.3,Clay
36.5400_3.7200,36.54,3.72,17.95,66.71,822.4,6.6,13.6,6.8,19.04,17.7,Clay
36.5400_3.7800,36.54,3.78,15.93,65.8,810.8,6.8,13.8,6.9,16.64,19.7,Loamy
36.5400_3.8400,36.54,3.84,18.41,64.4,877.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.5400_3.9000,36.54,3.9,18.46,64.41,877.5,6.8,11.6,5.8,16.56,12.5,Clay
36.5400_3.9600,36.54,3.96,18.96,64.52,877.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.5400_4.0200,36.54,4.02,18.37,64.03,964.8,6.5,12.1,6.05,16.24,14.8,Loamy
36.5400_4.0800,36.54,4.08,17.79,63.92,964.8,6.8,12.8,6.4,16.56,15.6,Clay
36.6000_1.8000,36.6,1.8,20.45,65.33,690.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_1.8600,36.6,1.86,20.52,65.88,755.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_1.9200,36.6,1.92,20.52,65.88,755.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_1.9800,36.6,1.98,19.9,66.25,842.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_2.0400,36.6,2.04,19.9,66.25,842.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_2.1000,36.6,2.1,19.9,66.25,842.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_2.1600,36.6,2.16,19.2,66.12,842.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_2.2200,36.6,2.22,18.83,67.37,789.5,6.9,12.8,6.4,15.6,15.1,Clay
36.6000_2.2800,36.6,2.28,18.83,67.37,789.5,6.8,13.8,6.9,14.72,19.2,Clay
36.6000_2.3400,36.6,2.34,15.94,70.36,715.5,6.4,14.4,7.2,16.24,18.0,Clay
36.6000_2.4000,36.6,2.4,18.63,70.81,715.5,6.4,12.9,6.45,16.16,17.1,Clay
36.6000_2.4600,36.6,2.46,18.79,71.31,685.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_2.5200,36.6,2.52,18.79,71.31,685.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_2.5800,36.6,2.58,18.88,72.01,645.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_2.6400,36.6,2.64,17.7,71.82,645.4,7.1,11.2,5.6,17.12,13.9,Clay
36.6000_2.7000,36.6,2.7,18.1,69.77,778.3,6.8,11.7,5.85,16.32,17.0,Clay
36.6000_2.7600,36.6,2.76,19.14,69.99,778.3,7.3,10.7,5.35,16.96,16.8,Clay
36.6000_2.8200,36.6,2.82,19.24,69.17,841.6,7.0,10.3,5.15,17.68,10.9,Clay
36.6000_2.8800,36.6,2.88,19.24,69.17,841.6,7.0,11.3,5.65,19.6,18.5,Loamy
36.6000_2.9400,36.6,2.94,19.13,68.19,931.8,7.0,13.1,6.55,16.16,19.9,Loamy
36.6000_3.0000,36.6,3.0,19.13,68.19,931.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.6000_3.0600,36.6,3.06,18.92,67.71,877.0,6.8,12.9,6.45,15.04,18.2,Loamy
36.6000_3.1200,36.6,3.12,18.92,67.71,877.0,6.9,11.3,5.65,16.64,19.1,Clay
36.6000_3.1800,36.6,3.18,19.71,66.39,911.2,7.0,10.7,5.35,16.96,14.3,Clay
36.6000_3.2400,36.6,3.24,17.28,67.41,933.3,6.8,13.1,6.55,16.96,13.4,Clay
36.6000_3.3000,36.6,3.3,17.98,67.51,933.3,6.7,12.4,6.2,19.52,16.3,Clay
36.6000_3.3600,36.6,3.36,18.46,68.68,856.5,6.6,13.2,6.6,15.84,13.3,Clay
36.6000_3.4200,36.6,3.42,16.64,67.7,914.4,6.3,14.1,7.05,16.56,20.5,Loamy
36.6000_3.4800,36.6,3.48,16.79,66.91,937.7,6.3,13.2,6.6,16.8,22.4,Loamy
36.6000_3.5400,36.6,3.54,16.85,68.37,856.4,6.5,13.8,6.9,15.84,20.4,Clay
36.6000_3.6000,36.6,3.6,16.39,68.3,856.4,6.7,13.9,6.95,16.8,22.3,Loamy
36.6000_3.6600,36.6,3.66,16.79,68.71,786.6,6.3,13.1,6.55,15.28,18.0,Loamy
36.6000_3.7200,36.6,3.72,17.3,66.57,822.4,6.7,12.3,6.15,18.0,15.1,Loamy
36.6000_3.7800,36.6,3.78,18.05,66.73,822.4,6.4,12.4,6.2,16.32,19.5,Loamy
36.6000_3.8400,36.6,3.84,18.16,64.35,877.5,6.2,12.5,6.25,17.04,19.4,Clay
36.6000_3.9000,36.6,3.9,19.67,64.66,877.5,6.5,12.5,6.25,17.2,22.6,Clay
36.6000_3.9600,36.6,3.96,18.79,66.39,867.4,6.5,12.5,6.25,18.08,20.6,Clay
36.6000_4.0200,36.6,4.02,17.76,63.91,964.8,6.5,12.5,6.25,15.2,24.2,Loamy
36.6000_4.0800,36.6,4.08,15.87,64.73,980.5,6.3,15.8,7.9,15.12,22.4,Clay
36.6600_1.8000,36.66,1.8,19.73,77.13,659.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_1.8600,36.66,1.86,19.81,76.58,654.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_1.9200,36.66,1.92,19.81,76.58,654.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_1.9800,36.66,1.98,19.9,66.25,842.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.0400,36.66,2.04,19.9,66.25,842.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.1000,36.66,2.1,19.9,66.25,842.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.1600,36.66,2.16,19.9,66.25,842.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.2200,36.66,2.22,19.75,67.5,789.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.2800,36.66,2.28,19.75,67.5,789.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.3400,36.66,2.34,19.3,70.9,715.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.4000,36.66,2.4,19.02,71.36,685.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.4600,36.66,2.46,19.02,71.36,685.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.5200,36.66,2.52,19.02,71.36,685.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.5800,36.66,2.58,18.96,72.04,645.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.6400,36.66,2.64,19.03,78.23,669.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.7000,36.66,2.7,18.95,78.23,669.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.7600,36.66,2.76,18.14,78.12,669.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_2.8200,36.66,2.82,19.23,71.05,744.6,6.9,13.4,6.7,18.16,25.2,Clay
36.6600_2.8800,36.66,2.88,19.23,71.05,744.6,6.8,11.5,5.75,17.12,14.9,Clay
36.6600_2.9400,36.66,2.94,18.3,70.8,750.6,6.8,11.4,5.7,18.24,15.1,Clay
36.6600_3.0000,36.66,3.0,19.17,70.97,750.6,6.8,12.0,6.0,16.88,12.6,Loamy
36.6600_3.0600,36.66,3.06,19.33,69.87,776.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_3.1200,36.66,3.12,19.33,69.87,776.2,7.3,11.4,5.7,15.68,18.8,Loamy
36.6600_3.1800,36.66,3.18,19.27,68.62,810.5,7.2,11.0,5.5,15.6,17.9,Loamy
36.6600_3.2400,36.66,3.24,19.27,68.62,810.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_3.3000,36.66,3.3,18.84,67.93,837.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.6600_3.3600,36.66,3.36,18.84,67.93,837.7,6.9,11.8,5.9,16.96,14.7,Clay
36.6600_3.4200,36.66,3.42,19.17,68.81,856.5,6.8,11.3,5.65,15.12,13.8,Clay
36.6600_3.4800,36.66,3.48,18.09,69.67,882.8,6.8,12.8,6.4,19.12,15.1,Clay
36.6600_3.5400,36.66,3.54,18.09,69.67,882.8,6.5,12.4,6.2,17.52,16.4,Clay
36.6600_3.6000,36.66,3.6,18.0,69.88,822.3,6.5,12.5,6.25,16.96,12.7,Clay
36.6600_3.6600,36.66,3.66,17.27,69.77,822.3,6.3,14.0,7.0,15.76,16.2,Clay
36.6600_3.7200,36.66,3.72,18.14,68.75,894.1,6.7,11.8,5.9,18.0,15.6,Clay
36.6600_3.7800,36.66,3.78,15.56,68.28,894.1,6.4,15.4,7.7,16.96,26.8,Clay
36.6600_3.8400,36.66,3.84,17.28,64.22,877.5,6.4,13.9,6.95,15.36,21.8,Loamy
36.6600_3.9000,36.66,3.9,17.7,66.47,899.1,6.6,14.0,7.0,16.0,23.5,Loamy
36.6600_3.9600,36.66,3.96,17.71,66.17,867.4,6.6,13.5,6.75,16.32,16.0,Clay
36.6600_4.0200,36.66,4.02,18.41,66.3,867.4,6.3,13.1,6.55,17.84,24.3,Clay
36.6600_4.0800,36.66,4.08,17.37,65.02,980.5,6.5,14.2,7.1,16.16,17.5,Loamy
36.7200_1.8000,36.72,1.8,19.67,77.98,640.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_1.8600,36.72,1.86,19.76,77.72,621.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_1.9200,36.72,1.92,19.76,77.72,621.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_1.9800,36.72,1.98,19.79,77.88,653.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.0400,36.72,2.04,19.79,77.88,653.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.1000,36.72,2.1,19.59,78.41,641.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.1600,36.72,2.16,19.59,78.41,641.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.2200,36.72,2.22,19.4,78.5,651.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.2800,36.72,2.28,19.4,78.5,651.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.3400,36.72,2.34,19.3,78.45,692.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.4000,36.72,2.4,19.3,78.45,692.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.4600,36.72,2.46,19.13,78.72,714.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.5200,36.72,2.52,19.13,78.72,714.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.5800,36.72,2.58,19.03,78.23,669.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.6400,36.72,2.64,19.03,78.23,669.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.7000,36.72,2.7,19.03,78.23,669.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.7600,36.72,2.76,19.03,78.23,669.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.8200,36.72,2.82,18.97,77.11,762.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_2.8800,36.72,2.88,18.97,77.11,762.1,6.4,11.7,5.85,15.84,17.9,Loamy
36.7200_2.9400,36.72,2.94,18.33,70.46,755.8,6.6,12.5,6.25,17.68,18.6,Clay
36.7200_3.0000,36.72,3.0,19.02,70.6,755.8,6.5,11.7,5.85,18.32,13.0,Clay
36.7200_3.0600,36.72,3.06,19.3,70.81,654.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_3.1200,36.72,3.12,19.3,70.81,654.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_3.1800,36.72,3.18,19.58,70.14,685.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_3.2400,36.72,3.24,19.58,70.14,685.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_3.3000,36.72,3.3,19.51,68.99,741.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_3.3600,36.72,3.36,19.51,68.99,741.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_3.4200,36.72,3.42,19.1,68.79,817.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_3.4800,36.72,3.48,19.1,68.79,817.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_3.5400,36.72,3.54,18.7,69.55,860.2,6.5,11.7,5.85,18.24,16.5,Clay
36.7200_3.6000,36.72,3.6,18.7,69.55,860.2,6.8,10.6,5.3,18.24,12.5,Clay
36.7200_3.6600,36.72,3.66,19.4,69.86,837.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_3.7200,36.72,3.72,19.17,69.81,837.9,6.8,11.4,5.7,17.68,13.3,Clay
36.7200_3.7800,36.72,3.78,18.4,68.55,892.6,6.6,13.7,6.85,17.76,17.7,Loamy
36.7200_3.8400,36.72,3.84,18.11,70.09,924.1,6.4,12.7,6.35,15.52,21.8,Clay
36.7200_3.9000,36.72,3.9,16.16,69.78,924.1,6.0,19.6,9.8,17.68,26.5,Clay
36.7200_3.9600,36.72,3.96,19.71,69.93,896.8,6.6,13.2,6.6,19.52,16.3,Clay
36.7200_4.0200,36.72,4.02,19.16,69.84,896.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.7200_4.0800,36.72,4.08,17.96,71.02,893.9,6.6,12.5,6.25,17.36,14.6,Clay
36.7800_1.8000,36.78,1.8,19.53,78.62,607.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_1.8600,36.78,1.86,19.55,78.47,614.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_1.9200,36.78,1.92,19.55,78.47,614.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_1.9800,36.78,1.98,19.53,78.5,631.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.0400,36.78,2.04,19.53,78.5,631.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.1000,36.78,2.1,19.45,78.6,663.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.1600,36.78,2.16,19.45,78.6,663.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.2200,36.78,2.22,19.54,78.32,654.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.2800,36.78,2.28,19.54,78.32,654.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.3400,36.78,2.34,19.7,77.7,598.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.4000,36.78,2.4,19.7,77.7,598.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.4600,36.78,2.46,19.68,77.67,623.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.5200,36.78,2.52,19.68,77.67,623.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.5800,36.78,2.58,19.64,77.83,697.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.6400,36.78,2.64,19.64,77.83,697.4,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.7000,36.78,2.7,19.38,77.18,762.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.7600,36.78,2.76,19.38,77.18,762.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.8200,36.78,2.82,19.38,77.18,762.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.8800,36.78,2.88,19.38,77.18,762.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_2.9400,36.78,2.94,19.15,72.03,850.1,6.6,12.1,6.05,16.16,16.5,Loamy
36.7800_3.0000,36.78,3.0,18.09,71.85,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_3.0600,36.78,3.06,19.36,70.82,654.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_3.1200,36.78,3.12,19.6,70.87,654.7,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_3.1800,36.78,3.18,19.53,70.13,685.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_3.2400,36.78,3.24,19.49,70.12,685.0,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_3.3000,36.78,3.3,19.4,68.96,741.7,7.0,12.7,6.35,13.36,13.0,Loamy
36.7800_3.3600,36.78,3.36,19.5,68.99,741.7,6.6,14.4,7.2,13.6,23.4,Clay
36.7800_3.4200,36.78,3.42,19.69,68.9,817.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_3.4800,36.78,3.48,19.69,68.9,817.6,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_3.5400,36.78,3.54,19.17,69.64,860.2,6.5,12.4,6.2,17.36,19.2,Clay
36.7800_3.6000,36.78,3.6,19.08,68.76,901.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.7800_3.6600,36.78,3.66,19.01,68.75,901.1,6.7,11.8,5.9,18.64,14.9,Clay
36.7800_3.7200,36.78,3.72,19.01,68.75,901.1,6.7,12.4,6.2,17.68,15.9,Clay
36.7800_3.7800,36.78,3.78,17.71,70.13,969.4,6.6,12.0,6.0,17.76,17.9,Clay
36.7800_3.8400,36.78,3.84,18.47,70.26,969.4,6.5,11.8,5.9,17.04,17.1,Clay
36.7800_3.9000,36.78,3.9,19.05,72.38,988.6,6.2,11.7,5.85,16.88,18.4,Clay
36.7800_3.9600,36.78,3.96,17.87,72.21,988.6,6.1,13.8,6.9,16.48,21.8,Clay
36.7800_4.0200,36.78,4.02,17.27,73.6,983.5,6.5,14.0,7.0,17.36,18.7,Clay
36.7800_4.0800,36.78,4.08,18.56,71.11,893.9,6.8,12.9,6.45,18.32,17.7,Clay
36.8400_1.8000,36.84,1.8,19.66,78.73,598.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_1.8600,36.84,1.86,19.67,78.55,640.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_1.9200,36.84,1.92,19.67,78.55,640.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_1.9800,36.84,1.98,19.64,78.51,677.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.0400,36.84,2.04,19.64,78.51,677.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.1000,36.84,2.1,19.63,78.46,680.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.1600,36.84,2.16,19.63,78.46,680.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.2200,36.84,2.22,19.76,78.1,654.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.2800,36.84,2.28,19.77,78.1,654.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.3400,36.84,2.34,19.92,77.42,600.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.4000,36.84,2.4,19.92,77.42,600.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.4600,36.84,2.46,19.9,77.39,608.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.5200,36.84,2.52,19.9,77.39,608.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.5800,36.84,2.58,19.86,77.7,647.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.6400,36.84,2.64,19.86,77.7,647.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.7000,36.84,2.7,19.87,77.69,720.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.7600,36.84,2.76,19.87,77.69,720.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.8200,36.84,2.82,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.8800,36.84,2.88,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_2.9400,36.84,2.94,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.0000,36.84,3.0,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.0600,36.84,3.06,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.1200,36.84,3.12,19.91,72.15,850.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.1800,36.84,3.18,19.43,78.19,684.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.2400,36.84,3.24,19.43,78.19,684.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.3000,36.84,3.3,19.39,78.11,741.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.3600,36.84,3.36,19.39,78.11,741.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.4200,36.84,3.42,19.41,77.75,834.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.4800,36.84,3.48,19.41,77.75,834.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.5400,36.84,3.54,19.62,68.85,901.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.6000,36.84,3.6,19.62,68.85,901.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.6600,36.84,3.66,19.62,68.85,901.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.8400_3.7200,36.84,3.72,18.95,68.73,901.1,6.3,10.9,5.45,16.24,19.6,Clay
36.8400_3.7800,36.84,3.78,18.92,70.75,934.4,6.7,11.7,5.85,17.36,18.2,Clay
36.8400_3.8400,36.84,3.84,18.38,70.25,969.4,6.7,12.4,6.2,18.4,17.8,Clay
36.8400_3.9000,36.84,3.9,18.48,71.48,985.9,6.5,12.1,6.05,17.04,19.9,Clay
36.8400_3.9600,36.84,3.96,18.48,71.48,985.9,6.4,14.1,7.05,17.12,21.8,Loamy
36.8400_4.0200,36.84,4.02,16.8,73.55,983.5,6.2,14.5,7.25,17.84,19.9,Clay
36.8400_4.0800,36.84,4.08,14.59,73.4,1014.0,5.9,22.7,11.35,16.24,29.4,Loamy
36.9000_1.8000,36.9,1.8,19.66,78.73,598.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_1.8600,36.9,1.86,19.67,78.55,640.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_1.9200,36.9,1.92,19.67,78.55,640.5,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_1.9800,36.9,1.98,19.64,78.51,677.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.0400,36.9,2.04,19.64,78.51,677.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.1000,36.9,2.1,19.63,78.46,680.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.1600,36.9,2.16,19.63,78.46,680.3,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.2200,36.9,2.22,19.76,78.1,654.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.2800,36.9,2.28,19.76,78.1,654.1,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.3400,36.9,2.34,19.92,77.4,600.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.4000,36.9,2.4,19.92,77.4,600.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.4600,36.9,2.46,19.9,77.41,608.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.5200,36.9,2.52,19.9,77.41,608.9,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.5800,36.9,2.58,19.86,77.7,647.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.6400,36.9,2.64,19.86,77.7,647.8,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.7000,36.9,2.7,19.87,77.69,720.2,0.0,0.0,0.0,0.0,0.0,Unknown
36.9000_2.7600,36.9,2.76,19.87,77.69,720.2,0.0,0.0,0.0,0.0,0.0,Unknown
