coord_key,Latitude,Longitude,Temperature,Humidity,Rainfall,Soil_pH,Nitrogen,Phosphorus_est,Potassium,Organic_C,Soil_Type
32.0800_7.7200,32.08,7.72,22.97,39.67,61.9,8.1,6.5,3.25,12.4,3.5,Sandy
32.0800_7.8000,32.08,7.8,22.94,39.92,64,8,10,5,11.84,3.3,Silt
32.0800_7.8800,32.08,7.88,22.94,39.92,64,8,13.4,6.7,12.4,3.5,Silt
32.0800_7.9600,32.08,7.96,22.92,39.97,67.1,8,10,5,10.72,2.8,Silt
32.0800_8.0400,32.08,8.04,22.92,40.1,64.6,8.1,11.1,5.55,11.84,3.4,Silt
32.0800_8.1200,32.08,8.12,22.92,40.18,73,8.1,9.4,4.7,12.08,4.3,Sandy
32.0800_8.2000,32.08,8.2,22.92,40.18,73,8.1,13.2,6.6,13.12,6.2,Clay
32.0800_8.2800,32.08,8.28,22.9,40.28,59.8,8.1,10.6,5.3,12.96,2.9,Clay
32.0800_8.3600,32.08,8.36,22.85,40.5,64.8,8.1,7.4,3.7,13.12,3.2,Silt
32.0800_8.4400,32.08,8.44,22.78,40.8,62.7,8,7.7,3.85,12.96,3,Silt
32.0800_8.5200,32.08,8.52,22.78,40.8,62.7,8.1,4.7,2.35,12.16,2.7,Silt
32.0800_8.6000,32.08,8.6,22.72,40.98,63,8.1,4.2,2.1,11.76,3,Silt
32.0800_8.6800,32.08,8.68,22.66,41.32,57.5,8,7.3,3.65,12.56,3.3,Silt
32.1600_-2.2000,32.16,-2.2,19.47,36.87,186.6,8.2,4.5,2.25,9.68,4.5,Sandy
32.1600_-2.1200,32.16,-2.12,18.27,38.31,191.2,8.1,6,3,9.76,5,Sandy
32.1600_-2.0400,32.16,-2.04,17.28,38.07,191.2,8.1,7.3,3.65,10.48,7.9,Sandy
32.1600_-1.9600,32.16,-1.96,14.78,40.75,227.3,8,12.9,6.45,11.04,15.3,Sandy
32.1600_-1.8800,32.16,-1.88,16.03,42.86,267.9,8,11.5,5.75,10.88,14.3,Sandy
32.1600_-1.8000,32.16,-1.8,16.03,42.86,267.9,8.1,8.8,4.4,11.04,10.2,Sandy
32.1600_-1.7200,32.16,-1.72,15.99,41.96,225.7,8.2,6,3,11.6,10.7,Sandy
32.1600_-1.6400,32.16,-1.64,17.37,41.9,220.4,8.2,4.7,2.35,11.52,5.4,Sandy
32.1600_-1.5600,32.16,-1.56,19.02,41,219.1,8.3,4.1,2.05,11.04,4.5,Sandy
32.1600_-1.4800,32.16,-1.48,19.67,39.42,206.1,8.3,4.5,2.25,9.92,5.1,Sandy
32.1600_-1.4000,32.16,-1.4,20.02,39.49,206.1,8.2,4.2,2.1,8.88,4.2,Sandy
32.1600_-1.3200,32.16,-1.32,20.18,37.69,154,8.2,4.4,2.2,10.8,4,Sandy
32.1600_-1.2400,32.16,-1.24,20.5,36.32,132.9,8.2,4.3,2.15,9.12,4.6,Sandy
32.1600_-1.1600,32.16,-1.16,20.5,36.32,132.9,8.3,4.9,2.45,11.28,3.2,Sandy
32.1600_-1.0800,32.16,-1.08,20.51,36.26,130.7,8.2,4.3,2.15,11.52,3.3,Sandy
32.1600_-1.0000,32.16,-1,20.51,36.72,120.5,8.3,4.8,2.4,11.84,4.6,Silt
32.1600_-0.9200,32.16,-0.92,20.48,37.11,126,8.2,5.1,2.55,9.12,5.5,Sandy
32.1600_-0.8400,32.16,-0.84,20.48,37.11,126,8.3,4.6,2.3,11.44,5,Sandy
32.1600_-0.7600,32.16,-0.76,20.42,36.61,151.5,8.3,3.5,1.75,9.2,4.3,Sandy
32.1600_-0.6800,32.16,-0.68,20.68,36.34,170.2,8.2,4.5,2.25,9.52,4.6,Sandy
32.1600_-0.6000,32.16,-0.6,20.68,36.34,170.2,8.3,4.6,2.3,9.36,3.6,Sandy
32.1600_-0.5200,32.16,-0.52,20.78,36.93,126.7,8.4,4.4,2.2,9.92,4.6,Sandy
32.1600_-0.4400,32.16,-0.44,20.5,37.48,120.3,8.3,3.3,1.65,10,3.7,Sandy
32.1600_-0.3600,32.16,-0.36,20.17,37.76,135.7,8.3,4.1,2.05,9.84,4.5,Sandy
32.1600_-0.2800,32.16,-0.28,20.17,37.76,135.7,8.3,4.4,2.2,11.2,3.8,Sandy
32.1600_-0.2000,32.16,-0.2,20.07,38.03,144.9,8.3,5.3,2.65,12.16,3.8,Silt
32.1600_-0.1200,32.16,-0.12,20.06,38.19,144.8,8.3,4.8,2.4,12.32,4,Sandy
32.1600_-0.0400,32.16,-0.04,20.13,38.1,112.6,8.3,6.2,3.1,12.48,3.4,Sandy
32.1600_0.0400,32.16,0.04,20.13,38.1,112.6,8.3,4.5,2.25,12.48,3.8,Sandy
32.1600_0.1200,32.16,0.12,20.39,37.83,153.8,8.3,4.8,2.4,11.92,4,Sandy
32.1600_0.2000,32.16,0.2,20.6,37.81,158.1,8.3,5.1,2.55,12.32,3.3,Sandy
32.1600_0.2800,32.16,0.28,20.66,37.87,151.2,8.3,4.8,2.4,11.2,3.9,Sandy
32.1600_0.3600,32.16,0.36,20.66,37.87,151.2,8.3,4.6,2.3,12.32,3.3,Clay
32.1600_0.4400,32.16,0.44,20.69,37.6,126.6,8.3,4.1,2.05,11.92,4,Sandy
32.1600_0.5200,32.16,0.52,20.67,37.77,129.9,8.3,3.9,1.95,12.48,3.9,Silt
32.1600_0.6000,32.16,0.6,20.59,38.11,135.4,8.3,3.9,1.95,12.56,3.9,Silt
32.1600_0.6800,32.16,0.68,20.59,38.11,135.4,8.3,3.6,1.8,10.88,3.6,Sandy
32.1600_0.7600,32.16,0.76,20.57,38.15,148.9,8.3,4.2,2.1,11.92,4.1,Sandy
32.1600_0.8400,32.16,0.84,20.61,38.22,158.2,8.3,4.2,2.1,12.16,3.5,Clay
32.1600_0.9200,32.16,0.92,20.61,38.22,158.2,8.3,4,2,12.16,3.7,Clay
32.1600_1.0000,32.16,1,20.7,38.17,171.4,8.3,4.3,2.15,13.04,3.9,Clay
32.1600_1.0800,32.16,1.08,20.8,38.1,161.9,8.3,4.2,2.1,12.64,4.5,Clay
32.1600_1.1600,32.16,1.16,20.9,38.01,176.3,8.3,4.2,2.1,13.36,3.8,Sandy
32.1600_1.2400,32.16,1.24,20.9,38.01,176.3,8.4,4.5,2.25,13.44,5.8,Sandy
32.1600_1.3200,32.16,1.32,20.94,37.89,163,8.3,3.7,1.85,12.24,3.9,Sandy
32.1600_1.4000,32.16,1.4,20.97,37.83,181.8,8.4,4,2,11.36,3.8,Sandy
32.1600_1.4800,32.16,1.48,21.05,37.81,193.1,8.3,4,2,12,4,Clay
32.1600_1.5600,32.16,1.56,21.05,37.81,193.1,8.3,4.6,2.3,13.6,3.7,Clay
32.1600_1.6400,32.16,1.64,21.07,37.86,179,8.3,4.4,2.2,13.92,4,Sandy
32.1600_1.7200,32.16,1.72,21.07,37.85,158.9,8.3,3.7,1.85,13.6,4.2,Sandy
32.1600_1.8000,32.16,1.8,21.06,37.83,135.1,8.3,4.3,2.15,13.04,4.2,Sandy
32.1600_1.8800,32.16,1.88,21.06,37.83,135.1,8.3,4.4,2.2,13.92,4.5,Clay
32.1600_1.9600,32.16,1.96,21.1,37.92,146.3,8.3,10,5,13.44,4,Sandy
32.1600_2.0400,32.16,2.04,21.13,38.11,126.4,8.3,8.3,4.15,13.44,4.1,Clay
32.1600_2.1200,32.16,2.12,21.13,38.11,126.4,8.3,7.5,3.75,10.8,3.9,Clay
32.1600_2.2000,32.16,2.2,21.15,38.07,120.5,8.3,7.9,3.95,12.16,4.7,Sandy
32.1600_2.2800,32.16,2.28,21.07,38.05,115.2,8.3,6.8,3.4,13.04,3.8,Sandy
32.1600_2.3600,32.16,2.36,21.13,38.13,128,8.4,7.7,3.85,13.04,3.5,Sandy
32.1600_2.4400,32.16,2.44,21.13,38.13,128,8.4,6.9,3.45,13.2,3.5,Sandy
32.1600_2.5200,32.16,2.52,21.21,38.21,140.3,8.4,5.7,2.85,12.64,5.3,Sandy
32.1600_2.6000,32.16,2.6,21.25,38.19,120.6,8.4,7.7,3.85,12.88,3.3,Sandy
32.1600_2.6800,32.16,2.68,21.32,38.07,100.3,8.4,7.2,3.6,12.96,3.7,Sandy
32.1600_2.7600,32.16,2.76,21.32,38.07,100.3,8.3,6.7,3.35,12.4,3.1,Sandy
32.1600_2.8400,32.16,2.84,21.49,37.62,92.4,8.3,6.8,3.4,13.28,3.2,Clay
32.1600_2.9200,32.16,2.92,21.68,36.92,80.4,8.3,4,2,14.16,4.3,Sandy
32.1600_3.0000,32.16,3,21.39,36.94,84.7,8.3,4.2,2.1,15.44,3.3,Sandy
32.1600_3.0800,32.16,3.08,21.39,36.94,84.7,8.3,4.8,2.4,12.88,3.6,Sandy
32.1600_3.1600,32.16,3.16,21.16,37.17,79.8,8.4,4.8,2.4,13.04,3.5,Sandy
32.1600_3.2400,32.16,3.24,21.45,36.61,87.7,8.3,5,2.5,13.76,3.6,Sandy
32.1600_3.3200,32.16,3.32,21.75,36.34,60.2,8.2,6.7,3.35,12.72,4.1,Sandy
32.1600_3.4000,32.16,3.4,21.75,36.34,60.2,8.2,5.5,2.75,13.2,4.8,Sandy
32.1600_3.4800,32.16,3.48,21.82,36.2,68,8.2,5.7,2.85,12.96,4.3,Sandy
32.1600_3.5600,32.16,3.56,21.96,36.14,63.4,8.1,4.9,2.45,12.24,3.8,Sandy
32.1600_3.6400,32.16,3.64,21.96,36.14,63.4,8.1,5,2.5,12.16,3.8,Sandy
32.1600_3.7200,32.16,3.72,22.26,35.94,63.6,8.1,5.1,2.55,11.12,3.5,Sandy
32.1600_3.8000,32.16,3.8,22.39,36.17,59.8,8.2,4.7,2.35,10.96,3.1,Sandy
32.1600_3.8800,32.16,3.88,22.39,36.45,66.3,8.2,4.6,2.3,11.92,3.6,Sandy
32.1600_3.9600,32.16,3.96,22.39,36.45,66.3,8.2,4.7,2.35,10.24,3.1,Sandy
32.1600_4.0400,32.16,4.04,22.54,36.33,76.3,8.1,4.3,2.15,10.56,3.4,Sandy
32.1600_4.1200,32.16,4.12,22.78,36.22,76.3,8.2,7.4,3.7,11.6,3.3,Sandy
32.1600_4.2000,32.16,4.2,22.85,36.47,84.5,8.2,6.9,3.45,11.76,3.2,Sandy
32.1600_4.2800,32.16,4.28,22.85,36.47,84.5,8.1,7.4,3.7,11.52,4.2,Clay
32.1600_4.3600,32.16,4.36,22.9,36.63,82.6,8.3,7.7,3.85,12,4.4,Sandy
32.1600_4.4400,32.16,4.44,23.02,36.42,109.6,8.2,7.8,3.9,12.32,4.7,Clay
32.1600_4.5200,32.16,4.52,23.09,36.43,109.4,8.3,8.1,4.05,12,5,Clay
32.1600_4.6000,32.16,4.6,23.09,36.43,109.4,8.2,9.2,4.6,11.92,3.6,Sandy
32.1600_4.6800,32.16,4.68,23.17,36.46,93.5,8.3,8.2,4.1,12.4,4,Sandy
32.1600_4.7600,32.16,4.76,23.24,36.4,79.3,8.3,8.1,4.05,11.92,4.4,Sandy
32.1600_4.8400,32.16,4.84,23.24,36.4,79.3,8.3,8.4,4.2,12.56,4,Sandy
32.1600_4.9200,32.16,4.92,23.27,36.38,84.8,8.3,8.2,4.1,11.6,3.7,Sandy
32.1600_5.0000,32.16,5,23.3,36.57,70.7,8.3,8.2,4.1,11.6,3.6,Sandy
32.1600_5.0800,32.16,5.08,23.41,36.4,59,8.3,5.7,2.85,11.04,3.5,Sandy
32.1600_5.1600,32.16,5.16,23.41,36.4,59,8.3,5.5,2.75,12.4,3.9,Sandy
32.1600_5.2400,32.16,5.24,23.57,36.33,57.2,8.3,5.3,2.65,12,3.2,Sandy
32.1600_5.3200,32.16,5.32,23.68,36.31,67.1,8.3,7.5,3.75,12,3.2,Sandy
32.1600_5.4000,32.16,5.4,23.71,36.6,85.8,8.3,7.9,3.95,12,2.9,Sandy
32.1600_5.4800,32.16,5.48,23.71,36.6,85.8,8.3,7.6,3.8,13.12,3.3,Clay
32.1600_5.5600,32.16,5.56,23.66,36.63,96.8,8.2,7.8,3.9,12.88,3.6,Clay
32.1600_5.6400,32.16,5.64,23.58,36.85,85.7,8.2,7.4,3.7,10.72,3.7,Clay
32.1600_5.7200,32.16,5.72,23.5,37.22,73,8.2,7.2,3.6,12.64,3.2,Clay
32.1600_5.8000,32.16,5.8,23.5,37.22,73,8.2,7.4,3.7,13.28,3.2,Sandy
32.1600_5.8800,32.16,5.88,23.46,37.44,87.5,8.1,7.4,3.7,11.28,3,Sandy
32.1600_5.9600,32.16,5.96,23.44,37.59,79.2,8.2,7.2,3.6,11.76,3.2,Sandy
32.1600_6.0400,32.16,6.04,23.43,37.68,76.9,8.2,7.7,3.85,11.84,3.6,Sandy
32.1600_6.1200,32.16,6.12,23.43,37.68,76.9,8.2,7,3.5,11.2,3.2,Sandy
32.1600_6.2000,32.16,6.2,23.37,37.9,92.3,8.2,7,3.5,12.64,3.2,Sandy
32.1600_6.2800,32.16,6.28,23.33,38.13,87.4,8.1,7.1,3.55,12.56,3.8,Sandy
32.1600_6.3600,32.16,6.36,23.33,38.13,87.4,8.1,7.1,3.55,10.88,3.3,Sandy
32.1600_6.4400,32.16,6.44,23.3,38.36,88.3,8.2,7,3.5,11.04,3.5,Sandy
32.1600_6.5200,32.16,6.52,23.24,38.67,95.1,8.1,7.3,3.65,12.32,3.5,Sandy
32.1600_6.6000,32.16,6.6,23.2,38.83,84.1,8.1,6.9,3.45,11.76,3.3,Sandy
32.1600_6.6800,32.16,6.68,23.2,38.83,84.1,8.1,7,3.5,11.28,3.3,Sandy
32.1600_6.7600,32.16,6.76,23.17,39,85.8,8.1,6.8,3.4,12.4,3.5,Sandy
32.1600_6.8400,32.16,6.84,23.13,39.16,73.8,8.1,6.8,3.4,11.28,3.2,Clay
32.1600_6.9200,32.16,6.92,23.13,39.19,80.6,8.1,7,3.5,11.2,3.4,Sandy
32.1600_7.0000,32.16,7,23.13,39.19,80.6,8.1,6.5,3.25,11.52,3.6,Sandy
32.1600_7.0800,32.16,7.08,23.12,39.32,68.5,8,6.9,3.45,11.52,4.2,Sandy
32.1600_7.1600,32.16,7.16,23.14,39.28,70.3,8,7,3.5,11.52,3.1,Sandy
32.1600_7.2400,32.16,7.24,23.13,39.34,87.5,8,9.9,4.95,11.2,2.8,Sandy
32.1600_7.3200,32.16,7.32,23.13,39.34,87.5,8,10.3,5.15,11.12,3.2,Sandy
32.1600_7.4000,32.16,7.4,23.06,39.6,66.3,8,10.2,5.1,11.2,2.8,Clay
32.1600_7.4800,32.16,7.48,22.95,39.77,62.7,8.1,10,5,11.6,2.9,Clay
32.1600_7.5600,32.16,7.56,22.95,39.77,62.7,8,10,5,11.52,3.5,Sandy
32.1600_7.6400,32.16,7.64,22.93,39.86,61.8,8,7.2,3.6,11.6,3.2,Clay
32.1600_7.7200,32.16,7.72,22.95,39.92,63.8,8,7.4,3.7,11.68,3.2,Silt
32.1600_7.8000,32.16,7.8,22.92,40.09,62.5,8.2,7.6,3.8,12.4,2.9,Clay
32.1600_7.8800,32.16,7.88,22.92,40.09,62.5,8,7.4,3.7,12.32,2.8,Silt
32.1600_7.9600,32.16,7.96,22.88,40.29,60.5,8.1,10,5,11.92,3.2,Clay
32.1600_8.0400,32.16,8.04,22.85,40.46,59.4,8.2,10.1,5.05,13.36,2.8,Sandy
32.1600_8.1200,32.16,8.12,22.84,40.55,62.8,8.1,10,5,13.28,3,Clay
32.1600_8.2000,32.16,8.2,22.84,40.55,62.8,8.1,11.8,5.9,13.04,3.8,Clay
32.1600_8.2800,32.16,8.28,22.81,40.78,61.1,8.1,8.4,4.2,13.12,3.3,Silt
32.1600_8.3600,32.16,8.36,22.78,40.94,54.6,8.1,12.2,6.1,13.44,5.2,Clay
32.1600_8.4400,32.16,8.44,22.73,41.13,56,8.1,10.1,5.05,13.12,3,Silt
32.1600_8.5200,32.16,8.52,22.73,41.13,56,8.1,7.7,3.85,13.44,3.3,Silt
32.1600_8.6000,32.16,8.6,22.67,41.31,59,8.1,4,2,12.8,3.4,Silt
32.1600_8.6800,32.16,8.68,22.61,41.55,70.4,8.1,4.2,2.1,12.72,3.1,Clay
32.2400_-2.2000,32.24,-2.2,19.52,37.37,186.5,8.1,4.4,2.2,10.56,5,Sandy
32.2400_-2.1200,32.24,-2.12,19.49,37.37,186.5,8.1,5.3,2.65,10.4,5.7,Sandy
32.2400_-2.0400,32.24,-2.04,19.42,38.93,184.3,8.2,4.5,2.25,9.52,4.4,Sandy
32.2400_-1.9600,32.24,-1.96,18.65,42.05,205.2,8.2,4.6,2.3,9.2,4.4,Sandy
32.2400_-1.8800,32.24,-1.88,17.9,43.61,259.3,8.3,4.7,2.35,9.84,5.6,Sandy
32.2400_-1.8000,32.24,-1.8,17.49,41.56,216.3,8.2,4.3,2.15,10.8,6.9,Sandy
32.2400_-1.7200,32.24,-1.72,17.65,43.02,214.2,8.3,4.4,2.2,10,6.4,Sandy
32.2400_-1.6400,32.24,-1.64,16.46,41.1,185.7,8.1,10.5,5.25,10.32,10.8,Sandy
32.2400_-1.5600,32.24,-1.56,17.94,41.31,196.3,8.3,4.5,2.25,9.04,5.2,Sandy
32.2400_-1.4800,32.24,-1.48,19,39.91,195,8.2,4.3,2.15,10,5.3,Sandy
32.2400_-1.4000,32.24,-1.4,17.56,39.55,195,8,10.7,5.35,10.72,13.9,Sandy
32.2400_-1.3200,32.24,-1.32,19.68,38.55,167.8,8.1,6.6,3.3,8.48,7.3,Sandy
32.2400_-1.2400,32.24,-1.24,20.41,37.74,147.7,8.3,4.3,2.15,8.88,3.9,Sandy
32.2400_-1.1600,32.24,-1.16,18.76,38.7,172.3,8.2,6.1,3.05,9.68,7.6,Sandy
32.2400_-1.0800,32.24,-1.08,19.71,37.44,154.6,8.2,4.7,2.35,11.04,5.2,Sandy
32.2400_-1.0000,32.24,-1,20.05,37.49,163.1,8.2,4.6,2.3,9.68,3.7,Sandy
32.2400_-0.9200,32.24,-0.92,20.19,37.47,148.6,8.2,4.1,2.05,10.96,3.5,Sandy
32.2400_-0.8400,32.24,-0.84,20.19,37.47,148.6,8.3,4.7,2.35,10.48,4.5,Sandy
32.2400_-0.7600,32.24,-0.76,20.08,36.98,161.5,8.2,3.9,1.95,8.24,4.9,Sandy
32.2400_-0.6800,32.24,-0.68,20.3,36.57,202.7,8.2,4.2,2.1,9.84,5.4,Sandy
32.2400_-0.6000,32.24,-0.6,20.3,36.57,202.7,8.2,4,2,9.52,4.7,Sandy
32.2400_-0.5200,32.24,-0.52,20.49,37.42,174.8,8.3,4.8,2.4,11.04,5.7,Clay
32.2400_-0.4400,32.24,-0.44,20.28,38.09,153.7,8.4,4.4,2.2,10.24,4.8,Clay
32.2400_-0.3600,32.24,-0.36,19.99,38.31,173.6,8.4,4,2,9.76,4,Sandy
32.2400_-0.2800,32.24,-0.28,19.99,38.31,173.6,8.3,4.2,2.1,10,4.1,Sandy
32.2400_-0.2000,32.24,-0.2,19.94,38.49,183.5,8.3,4.1,2.05,11.2,4,Sandy
32.2400_-0.1200,32.24,-0.12,19.97,38.63,166.7,8.4,4.3,2.15,12.16,4.1,Sandy
32.2400_-0.0400,32.24,-0.04,20.13,38.36,134.2,8.3,4.3,2.15,12.88,3.7,Sandy
32.2400_0.0400,32.24,0.04,20.13,38.36,134.2,8.3,5.1,2.55,12.32,3.9,Sandy
32.2400_0.1200,32.24,0.12,20.45,38.05,140.2,8.3,4.9,2.45,11.44,3.9,Sandy
32.2400_0.2000,32.24,0.2,20.68,37.99,150.1,8.4,6.2,3.1,12.4,3.7,Silt
32.2400_0.2800,32.24,0.28,20.67,37.96,154.5,8.2,4.4,2.2,11.28,3.5,Silt
32.2400_0.3600,32.24,0.36,20.67,37.96,154.5,8.3,4.6,2.3,12.48,3.4,Sandy
32.2400_0.4400,32.24,0.44,20.52,37.94,150,8.3,4.9,2.45,13.44,3.4,Silt
32.2400_0.5200,32.24,0.52,20.46,38.07,146.6,8.3,3.9,1.95,12.24,3.2,Silt
32.2400_0.6000,32.24,0.6,20.44,38.34,147.1,8.3,3.9,1.95,12.72,3.7,Sandy
32.2400_0.6800,32.24,0.68,20.44,38.34,147.1,8.3,4.1,2.05,11.52,3.7,Sandy
32.2400_0.7600,32.24,0.76,20.46,38.54,158.9,8.3,3.7,1.85,12.56,3.7,Sandy
32.2400_0.8400,32.24,0.84,20.54,38.43,152.8,8.3,3.7,1.85,11.28,4.1,Clay
32.2400_0.9200,32.24,0.92,20.54,38.43,152.8,8.3,3.9,1.95,12.56,3.9,Silt
32.2400_1.0000,32.24,1,20.63,38.36,175.2,8.2,3.7,1.85,12.08,3.9,Clay
32.2400_1.0800,32.24,1.08,20.69,38.38,184.9,8.3,3.7,1.85,12.32,3.1,Sandy
32.2400_1.1600,32.24,1.16,20.75,38.28,162.9,8.3,4.7,2.35,11.92,4.7,Silt
32.2400_1.2400,32.24,1.24,20.75,38.28,162.9,8.3,3.5,1.75,11.44,3.7,Sandy
32.2400_1.3200,32.24,1.32,20.81,38.19,160.6,8.3,3.5,1.75,12.08,3.6,Sandy
32.2400_1.4000,32.24,1.4,20.89,37.93,162,8.3,3.8,1.9,12.24,4.2,Clay
32.2400_1.4800,32.24,1.48,20.97,37.82,172.8,8.3,4,2,12.08,4,Clay
32.2400_1.5600,32.24,1.56,20.97,37.82,172.8,8.3,3.8,1.9,12.4,3.8,Clay
32.2400_1.6400,32.24,1.64,20.97,37.9,152.7,8.3,3.4,1.7,11.6,3.8,Sandy
32.2400_1.7200,32.24,1.72,20.96,37.93,157.2,8.3,3.5,1.75,12.4,3.6,Sandy
32.2400_1.8000,32.24,1.8,20.99,37.87,161.7,8.3,3.4,1.7,12.72,3.6,Sandy
32.2400_1.8800,32.24,1.88,20.99,37.87,161.7,8.3,3.9,1.95,10.24,4.1,Sandy
32.2400_1.9600,32.24,1.96,21.04,38.05,146.4,8.3,3.8,1.9,12.32,3.6,Sandy
32.2400_2.0400,32.24,2.04,21.03,38.46,122.6,8.4,7.9,3.95,13.36,3.8,Clay
32.2400_2.1200,32.24,2.12,21.03,38.46,122.6,8.5,7.7,3.85,11.92,4.5,Sandy
32.2400_2.2000,32.24,2.2,20.98,38.34,114.4,8.4,7,3.5,12.72,5.1,Sandy
32.2400_2.2800,32.24,2.28,21.08,38.1,100.6,8.3,9.8,4.9,11.84,4.9,Sandy
32.2400_2.3600,32.24,2.36,21.25,37.97,112,8.3,10.3,5.15,12.24,3.2,Sandy
32.2400_2.4400,32.24,2.44,21.25,37.97,112,8.4,10.4,5.2,13.52,3.3,Sandy
32.2400_2.5200,32.24,2.52,21.28,38.2,110.7,8.5,7.5,3.75,12.72,3.4,Sandy
32.2400_2.6000,32.24,2.6,21.3,38.08,117.3,8.3,8.5,4.25,12.56,3.2,Sandy
32.2400_2.6800,32.24,2.68,21.33,38.08,126.1,8.4,8.7,4.35,12.64,3.3,Sandy
32.2400_2.7600,32.24,2.76,21.33,38.08,126.1,8.4,7.4,3.7,13.36,3,Sandy
32.2400_2.8400,32.24,2.84,21.48,37.81,101.5,8.3,7.2,3.6,13.04,2.9,Sandy
32.2400_2.9200,32.24,2.92,21.65,37.16,85.7,8.2,7.2,3.6,14.16,3.2,Silt
32.2400_3.0000,32.24,3,21.3,37.17,71.1,8.3,6,3,13.84,3.1,Sandy
32.2400_3.0800,32.24,3.08,21.3,37.17,71.1,8.3,5.2,2.6,12.4,4,Sandy
32.2400_3.1600,32.24,3.16,21.09,37.52,80.9,8.4,4.8,2.4,12.96,3.3,Sandy
32.2400_3.2400,32.24,3.24,21.42,37.31,89.1,8.4,4.8,2.4,13.36,3.8,Sandy
32.2400_3.3200,32.24,3.32,21.42,37.31,89.1,8.3,9.1,4.55,12.64,3.6,Sandy
32.2400_3.4000,32.24,3.4,21.68,37.2,64.2,8.2,7.5,3.75,12.64,3.5,Clay
32.2400_3.4800,32.24,3.48,21.76,36.78,57.4,8.2,5.1,2.55,12.8,4.9,Sandy
32.2400_3.5600,32.24,3.56,21.86,36.46,61.1,8.2,6.7,3.35,11.84,4.2,Sandy
32.2400_3.6400,32.24,3.64,21.86,36.46,61.1,8.2,6.8,3.4,12.56,4,Sandy
32.2400_3.7200,32.24,3.72,22.18,36.11,79.1,8.3,6,3,11.44,3.4,Sandy
32.2400_3.8000,32.24,3.8,22.32,36.28,72.3,8.2,4.9,2.45,11.52,3.2,Sandy
32.2400_3.8800,32.24,3.88,22.37,36.6,76.6,8.2,7.7,3.85,11.12,3.1,Sandy
32.2400_3.9600,32.24,3.96,22.37,36.6,76.6,8.3,7.8,3.9,10.32,3.5,Clay
32.2400_4.0400,32.24,4.04,22.51,36.51,71.7,8.2,5,2.5,11.36,4,Sandy
32.2400_4.1200,32.24,4.12,22.7,36.43,77.7,8.2,7,3.5,10.8,3.4,Sandy
32.2400_4.2000,32.24,4.2,22.74,36.69,80.9,8.2,7.4,3.7,12.4,3.7,Clay
32.2400_4.2800,32.24,4.28,22.74,36.69,80.9,8.2,7.2,3.6,11.92,3.6,Sandy
32.2400_4.3600,32.24,4.36,22.83,36.67,82.9,8.3,5.4,2.7,11.28,3.7,Sandy
32.2400_4.4400,32.24,4.44,22.96,36.61,97.5,8.3,8,4,13.68,3.7,Clay
32.2400_4.5200,32.24,4.52,22.96,36.61,97.5,8.3,7.8,3.9,11.68,3.8,Sandy
32.2400_4.6000,32.24,4.6,23.04,36.61,107.8,8.3,7.8,3.9,12.16,3.9,Sandy
32.2400_4.6800,32.24,4.68,23.12,36.7,103.8,8.3,8.1,4.05,12.64,4,Sandy
32.2400_4.7600,32.24,4.76,23.19,36.61,88.5,8.3,7.9,3.95,12.24,4,Clay
32.2400_4.8400,32.24,4.84,23.19,36.61,88.5,8.3,8.6,4.3,11.52,4.1,Clay
32.2400_4.9200,32.24,4.92,23.2,36.68,81.7,8.3,7.8,3.9,11.12,4.7,Sandy
32.2400_5.0000,32.24,5,23.26,36.75,75,8.3,8.2,4.1,11.04,4.7,Sandy
32.2400_5.0800,32.24,5.08,23.39,36.62,61.9,8.3,8.1,4.05,10.88,3.5,Clay
32.2400_5.1600,32.24,5.16,23.39,36.62,61.9,8.3,5.3,2.65,12.24,3.5,Sandy
32.2400_5.2400,32.24,5.24,23.57,36.52,64.7,8.3,5,2.5,10.72,3.7,Sandy
32.2400_5.3200,32.24,5.32,23.68,36.61,63,8.2,7.3,3.65,10.72,3.9,Clay
32.2400_5.4000,32.24,5.4,23.67,36.81,72.4,8.5,7.6,3.8,11.04,2.9,Clay
32.2400_5.4800,32.24,5.48,23.67,36.81,72.4,8.2,7.6,3.8,11.28,3.5,Clay
32.2400_5.5600,32.24,5.56,23.71,36.49,81.1,8.2,7.4,3.7,12.24,3.3,Clay
32.2400_5.6400,32.24,5.64,23.62,36.75,87,8.2,7.5,3.75,11.84,3.7,Clay
32.2400_5.7200,32.24,5.72,23.62,36.75,87,8.2,7.2,3.6,11.6,3.7,Clay
32.2400_5.8000,32.24,5.8,23.5,37.23,81,8.2,7.4,3.7,10.72,3.4,Clay
32.2400_5.8800,32.24,5.88,23.42,37.54,86.3,8.2,7.3,3.65,12,3.7,Sandy
32.2400_5.9600,32.24,5.96,23.41,37.77,68.9,8.1,7.6,3.8,11.04,3.4,Clay
32.2400_6.0400,32.24,6.04,23.41,37.77,68.9,8.2,7.3,3.65,10.88,3.5,Clay
32.2400_6.1200,32.24,6.12,23.41,37.9,81.2,8.2,7,3.5,10.8,3.3,Sandy
32.2400_6.2000,32.24,6.2,23.35,38.15,86.9,8.2,7.1,3.55,12.56,3.3,Sandy
32.2400_6.2800,32.24,6.28,23.3,38.3,88.7,8.2,7.1,3.55,12.4,3.3,Sandy
32.2400_6.3600,32.24,6.36,23.3,38.3,88.7,8.2,7,3.5,12.64,3.2,Sandy
